Season,Show Title,Resturant,City,State,Business ID,Rating,Error,"Chita, Zabaykalsky Krai, Russia",Latitude,Longitude,
9,Fast Food Their Way,Rainbow Drive-In,Honolulu,Hawaii,Rainbow-Drive-In-Honolulu,4,1989,"Honolulu, HI, USA",21.3069444,-157.8583333,
9,Fast Food Their Way,Northern Waters Smokehaus,Duluth,Minnesota,Northern-Waters-Smokehaus-Duluth,4.5,98,"Duluth, MN, USA",46.7866719,-92.1004852,
9,Farm To Table,Blackwater Grill,Saint Simons Island,Georgia,Blackwater-Grill-Saint-Simons-Island,4,51,"Saint Simons Island, GA, USA",31.1595905,-81.3885517,
9,Farm To Table,Comet Ping Pong,Washington,DC,Comet-Ping-Pong-Washington,3.5,521,"Washington, DC, USA",38.9071923,-77.0368707,
9,Farm To Table,Wallace Station,Versailles,Kentucky,Wallace-Station-Deli-and-Bakery-Versailles,4,105,"Versailles,KT,USA,38.052576,-84.729946,
9,Kansas City Barbeque Tour,Smokin Guns BBQ,North Kansas City,Missouri,Smokin-Guns-BBQ-and-Catering-North-Kansas-City,3.5,150,"North Kansas City, MO, USA",39.1429081,-94.5729781,
9,Kansas City Barbeque Tour,RJs Bob-Be-Que Shack,Mission,Kansas,RJs-Bob-Be-Que-Shack-Mission,3.5,166,"Mission, TX, USA",26.2159066,-98.3252932,
9,Kansas City Barbeque Tour,Johnnys Bar-B-Q,Mission,Kansas,Johnnys-BBQ-Shawnee-Mission,3.5,55,"Mission, TX, USA",26.2159066,-98.3252932,
9,Kansas City Barbeque Tour,Woodyard Bar-B-Que,Kansas City,Kansas,Woodyard-Bar-B-Que-Kansas-City,4,181,"Kansas City, MO, USA",39.0997265,-94.5785667,
9,Burgers ‘n More,Swagger Fine Spirits and Food,Kansas City,Missouri,Swagger-Fine-Spirits-and-Food-Kansas-City,3.5,111,"Kansas City, MO, USA",39.0997265,-94.5785667,
9,Burgers ‘n More,Burger Me!,Truckee,California,Burger-Me-Truckee,4,476,"Truckee, CA 96161, USA",39.327962,-120.1832533,
9,Burgers ‘n More,Athens Family Restaurant,Nashville,Tennessee,Athens-Family-Restaurant-Nashville,4,208,"Nashville, TN, USA",36.1626638,-86.7816016,
9,You Called It,Pauls Coffee Shop,Fountain Valley,California,Pauls-Coffee-Shop-Fountain-Valley,3.5,401,"Fountain Valley, CA, USA",33.7091847,-117.9536697,
9,You Called It,Ricks White Light Diner,Frankfort,Kentucky,Ricks-White-Light-Diner-Frankfort,4,61,"Frankfort, KY 40601, USA",38.2009055,-84.8732835,
9,You Called It,Gordys Hi-Hat,Cloquet,Minnesota,Gordys-Hi-Hat-Cloquet,4,48,"Cloquet, MN, USA",46.7217735,-92.4611825,
9,Old Time Attitude,Arnolds Country Kitchen,Nashville,Tennessee,Arnolds-Country-Kitchen-Nashville,4.5,460,"Nashville, TN, USA",36.1626638,-86.7816016,
9,Old Time Attitude,Southern Soul Barbeque,Saint Simons Island,Georgia,Southern-Soul-Barbeque-Saint-Simons-Island,4.5,276,"Saint Simons Island, GA, USA",31.1595905,-81.3885517,
9,Old Time Attitude,Maine Diner,Wells,Maine,Maine-Diner-Wells,4,291,"Wells County, ND, USA",47.5217126,-99.5751845,
10,Family Joints,Kramarczuks,Minneapolis,Minnesota,Kramarczuks-Sausage-Company-Minneapolis,4,192,"Minneapolis, MN, USA",44.977753,-93.2650108,
10,Family Joints,Happy Gillis Cafe and Hangout,Kansas City,Missouri,Happy-Gillis-Cafe-and-Hangout-Kansas-City,4.5,261,"Kansas City, MO, USA",39.0997265,-94.5785667,
10,Family Joints,Hillbilly Hot Dogs,Lesage,West Virginia,Hillbilly-Hot-Dogs-Lesage,4.5,47,"Lesage, WV 25537, USA",38.5064731,-82.2984823,
10,Tried and True,Mama Cozzas,Anaheim,California,Mama-Cozzas-Anaheim,3,489,"Anaheim, CA, USA",33.8352932,-117.9145036,
10,Tried and True,Tune In Restaurant,Washington,DC,Tune-In-Washington,3.5,Error,"Washington, DC, USA",38.9071923,-77.0368707,
10,Tried and True,Bobs Clam Hut,Kittery,Maine,Bobs-Clam-Hut-Kittery,4,319,"Kittery, ME, USA",43.0881256,-70.736137,
10,Timeless,Greek Corner Restaurant,Cambridge,Massachusetts,Greek-Corner-Restaurant-Cambridge,4,451,"Cambridge, MA, USA",42.3736158,-71.1097335,
10,Timeless,Bros Cajun Cuisine,Nashville,Tennessee,Bros-Cajun-Cuisine-Nashville,3.5,75,"Nashville, TN, USA",36.1626638,-86.7816016,
10,Timeless,The General Store,Silver Spring,Maryland,The-General-Store-Silver-Spring,3,76,"Silver Spring, MD, USA",38.9906657,-77.026088,
10,You Found ‘Em,Parkette Drive In,Lexington,Kentucky,Parkette-Drive-In-Lexington,3.5,50,"Lexington, KY, USA",38.0405837,-84.5037164,
10,You Found ‘Em,Metro Diner,Jacksonville,Florida,Metro-Diner-Jacksonville,4.5,240,"Jacksonville, FL, USA",30.3321838,-81.655651,
10,You Found ‘Em,Als Breakfast,Minneapolis,Minnesota,Als-Breakfast-Minneapolis,4.5,309,"Minneapolis, MN, USA",44.977753,-93.2650108,
10,Wings Dogs and Claws,The Lobster Shanty,Salem,Massachusetts,The-Lobster-Shanty-Salem,3.5,212,"Salem, MA, USA",42.51954,-70.8967155,
10,Wings Dogs and Claws,The Brick,Kansas City,Missouri,The-Brick-Kansas-City,4,180,"Kansas City, MO, USA",39.0997265,-94.5785667,
10,Wings Dogs and Claws,Oohhs and Aahhs Gourmet Deli,Washington ,DC,Oohhs-and-Aahhs-Washington,3.5,644,"Washington, DC, USA",38.9071923,-77.0368707,
10,Sauced and Spiced,J.J. McBrewsters,Lexington,Kentucky,JJ-McBrewsters-Lexington,3.5,46,"Lexington, KY, USA",38.0405837,-84.5037164,
10,Sauced and Spiced,At Saras Table Chester Creek Cafe,Duluth,Minnesota,At-Saras-Table-Chester-Creek-Cafe-Duluth,4,91,"Duluth, MN, USA",46.7866719,-92.1004852,
10,Sauced and Spiced,Cafe Rakka,Hendersonville,Tennessee,Cafe-Rakka-Hendersonville,4.5,110,"Hendersonville, NC, USA",35.3187279,-82.4609528,
10,Made to Order,Rinos Place,East Boston,Massachusetts,Rinos-Place-Boston,4,454,Boston,MA,USA,42.3702137,-71.0388601,
10,Made to Order,The Blue Door Pub,Saint Paul,Minnesota,The-Blue-Door-Pub-Saint-Paul,4,505,"Saint Paul, MN, USA",44.9537029,-93.0899578,
10,Made to Order,Bay Way Diner,Linden,New Jersey,Bayway-Diner-Linden,3,9,"Linden, NJ, USA",40.6220478,-74.2445902,
10,Fresh Filled and Fried,Chaps Coffee Co.,Spokane,Washington,Chaps-Coffee-Spokane,4,152,"Spokane, WA, USA",47.6587802,-117.4260466,
10,Fresh Filled and Fried,Good Dog Bar and Restaurant,Philadelphia,Pennsylvania,Good-Dog-Bar-and-Restaurant-Philadelphia,4,811,"Philadelphia, PA, USA",39.9525839,-75.1652215,
10,Fresh Filled and Fried,Porthole Restaurant,Portland,Maine,Porthole-Restaurant-Portland,3,76,"Portland, OR, USA",45.5230622,-122.6764816,
10,Gone Global,LaCaraquena,Falls Church,Virginia,La-Caraquena-Latin-American-Cuisine-Falls-Church-4,4,282,"Falls Church, VA, USA",38.882334,-77.1710914,
10,Gone Global,Savarinos Cucina,Nashville,Tennessee,Savarinos-Cucina-Nashville,3,89,"Nashville, TN, USA",36.1626638,-86.7816016,
10,Gone Global,Brats Brothers,Sherman Oaks,California,Brats-Brothers-Sherman-Oaks,4,679,"Sherman Oaks,CA,USA,34.1489719,-118.451357,
10,A Triple D Thanksgiving,Georges Place,Cape May,New Jersey,Georges-Place-Cape-May,4,217,"Cape May, NJ 08204, USA",38.9351125,-74.9060053,
10,A Triple D Thanksgiving,Beckys Diner,Portland,Maine,Beckys-Diner-Portland,3.5,249,"Portland, OR, USA",45.5230622,-122.6764816,
10,A Triple D Thanksgiving,Sammys Food Service and Deli,New Orleans,Louisiana,Sammys-Food-Service-and-Deli-New-Orleans,4,89,"New Orleans, LA, USA",29.9510658,-90.0715323,
10,Sweet ‘n Savory,Meal Ticket,Berkeley,California,Meal-Ticket-Berkeley,4,316,"Berkeley, CA, USA",37.8715926,-122.272747,
10,Sweet ‘n Savory,Metro 29 Diner,Arlington,Virginia,Metro-29-Diner-Arlington,3,366,"Arlington, VA, USA",38.8799697,-77.1067698,
10,Sweet ‘n Savory,Duluth Grill,Duluth,Minnesota,Duluth-Grill-Duluth,4.5,247,"Duluth, MN, USA",46.7866719,-92.1004852,
10,Wings ‘n Things,10th Avenue Burrito,Belmar,New Jersey,10th-Avenue-Burrito-Co-Belmar,3.5,259,"Belmar, NJ, USA",40.1784471,-74.0218037,
10,Wings ‘n Things,Capones Pub,Coeur dAlene,Idaho,Capones-Pub-and-Grill-Coeur-d-Alene,4,97,'"Coeur d''Alene', ID, USA",47.6776832,-116.7804664,
10,Wings ‘n Things,Jamaicaway,Nashville,Tennessee,Jamaicaway-Nashville,4,87,"Nashville, TN, USA",36.1626638,-86.7816016,
10,Sandwiches Plus,Elk Public House,Spokane,Washington,Elk-Public-House-Spokane,4,232,"Spokane, WA, USA",47.6587802,-117.4260466,
10,Sandwiches Plus,Colossal Cafe,Minneapolis,Minnesota,Colossal-Cafe-Minneapolis,4,144,"Minneapolis, MN, USA",44.977753,-93.2650108,
10,Sandwiches Plus,Mauis Dog House,Wildwood,New Jersey,Mauis-Dog-House-Wildwood,4,90,"Wildwood, NJ 08260, USA",38.9917797,-74.8148894,
11,From Pork to Tofu,Tortilla Cafe,Washington,DC,Tortilla-Cafe-Washington,4,401,"Washington, DC, USA",38.9071923,-77.0368707,
11,From Pork to Tofu,Memphis Taproom,Philadelphia,Pennsylvania,Memphis-Taproom-Philadelphia,4,519,"Philadelphia, PA, USA",39.9525839,-75.1652215,
11,From Pork to Tofu,The Golden Bear,Sacramento,California,The-Golden-Bear-Sacramento,3.5,495,"Sacramento, CA, USA",38.5815719,-121.4943996,
11,Po Boys Pasta and Pork,Mahoneys Po-Boy Shop,New Orleans,Louisiana,Mahonys-Po-Boy-Shop-New-Orleans,3.5,316,"New Orleans, LA, USA",29.9510658,-90.0715323,
11,Po Boys Pasta and Pork,Hills Restaurant and Lounge,Spokane,Washington,Hills-Restaurant-and-Lounge-Spokane,3,63,"Spokane, WA, USA",47.6587802,-117.4260466,
11,Po Boys Pasta and Pork,Q Fanatic BBQ,Champlin,Minnesota,Q-Fanatic-Champlin,4,117,"Champlin, MN, USA",45.1888539,-93.3974537,
11,Funky Finds,Sage General Store,Queens,New York,Sage-General-Store-Long-Island-City-2,3.5,315,"Queens, NY, USA",40.7282239,-73.7948516,
11,Funky Finds,Quahogs Seafood Shack,Stone Harbor,New Jersey,Quahogs-Seafood-Shack-Stone-Harbor,3.5,106,"Stone Harbor, NJ, USA",39.0464066,-74.7643608,
11,Funky Finds,W.O.W. - Worth Our Weight,Santa Rosa,California,Worth-Our-Weight-Santa-Rosa,4.5,159,"Santa Rosa, CA, USA",38.440429,-122.7140548,
11,Quirky Classics,Louie and The Red Head Lady,Mandeville,Louisiana,Louie-and-The-Red-Head-Lady-Mandeville,3,24,"Mandeville, LA, USA",30.3582506,-90.0656311,
11,Quirky Classics,Honeys Sit-N-Eat,Philadelphia,Pennsylvania,Honeys-Sit-N-Eat-Philadelphia,4,959,"Philadelphia, PA, USA",39.9525839,-75.1652215,
11,Quirky Classics,Picabu Neighborhood Bistro,Spokane,Washington,Picabu-Neighborhood-Bistro-Spokane,4,101,"Spokane, WA, USA",47.6587802,-117.4260466,
11,A Little Twisted,The Pit Stop,Merrick,New York,The-Pit-Stop-Merrick,2.5,99,"Merrick, NY, USA",40.6628795,-73.551516,
11,A Little Twisted,Gatsbys Diner,Sacramento,California,Gatsbys-Diner-Sacramento,3.5,625,"Sacramento, CA, USA",38.5815719,-121.4943996,
11,A Little Twisted,Anchor Bar,Superior,Wisconsin,Anchor-Bar-Superior,4,79,"Superior, WI, USA",46.7207737,-92.1040796,
11,Signature Sandwiches,La Pines Cafe,Slidell,Louisiana,La-Pines-Cafe-Slidell,3.5,33,"Slidell, LA, USA",30.2751945,-89.7811745,
11,Signature Sandwiches,Steubens Food Service,Denver,Colorado,Steubens-Food-Service-Denver,4,1521,"Denver, CO, USA",39.7392358,-104.990251,
11,Signature Sandwiches,3 Sisters Cafe,Indianapolis,Indiana,3-Sisters-Cafe-Indianapolis,4,250,"Indianapolis, IN, USA",39.768403,-86.158068,
11,Favorites With A Twist,Jimmys Down the Street,Coeur dAlene,Idaho,Jimmys-Down-the-Street-Coeur-d-Alene,4.5,76,'"Coeur d''Alene', ID, USA",47.6776832,-116.7804664,
11,Favorites With A Twist,Aunt Marys Cafe,Oakland,California,Aunt-Marys-Cafe-Oakland,3.5,753,"Oakland, CA, USA",37.8043637,-122.2711137,
11,Favorites With A Twist,Coreys Catsup and Mustard,Manchester,Connecticut,Coreys-Catsup-and-Mustard-Manchester,4,274,"Manchester,CT,USA,41.77593,-72.521501,
11,Soup & Sandwiches,Pineville Tavern,Pineville,Pennsylvania,Pineville-Tavern-Pineville,3,86,"Pineville, NC, USA",35.0832014,-80.8922957,
11,Soup & Sandwiches,Indys Historic Steer-In Restaurant,Indianapolis,Indiana,Indys-Historic-Steer-In-Restaurant-Indianapolis,4,131,"Indianapolis, IN, USA",39.768403,-86.158068,
11,Soup & Sandwiches,Dads Kitchen,Sacramento,California,Dads-Kitchen-Sacramento,4,949,"Sacramento, CA, USA",38.5815719,-121.4943996,
11,From Crepes to Kreplach,Bens Best Deli,Queens,New York,Bens-Best-Rego-Park-2,4,200,"Queens, NY, USA",40.7282239,-73.7948516,
11,From Crepes to Kreplach,Foolish Craigs Cafe,Boulder,Colorado,Foolish-Craigs-Cafe-Boulder,4,249,"Boulder, CO, USA",40.0149856,-105.2705456,
11,From Crepes to Kreplach,Waddells Pub and Grille,Spokane,Washington,Waddells-Pub-and-Grill-Spokane,4,107,"Spokane, WA, USA",47.6587802,-117.4260466,
11,Fully Loaded,Katies Restaurant,New Orleans,Louisiana,Katies-Restaurant-and-Bar-New-Orleans,4,360,"New Orleans, LA, USA",29.9510658,-90.0715323,
11,Fully Loaded,Jersey Cafe,Carmel,Indiana,Jersey-Cafe-Carmel,Closed,Error,"Carmel-by-the-Sea, CA, USA",36.5552386,-121.9232879,
11,Fully Loaded,Merritt Canteen Inc.,Bridgeport,Connecticut,Merritt-Canteen-Bridgeport,4,96,"Bridgeport, CT, USA",41.1865478,-73.1951767,
11,From Mozz to Matzo Balls,Sunflower Cafe,Sonoma,California,Sunflower-Caffe-Sonoma,4,552,"Sonoma, CA 95476, USA",38.291859,-122.4580356,
11,From Mozz to Matzo Balls,Hildebrandts,Williston Park,New York,Hildebrandts-Williston-Park,3.5,105,"Williston Park, NY, USA",40.75649,-73.6448513,
11,From Mozz to Matzo Balls,The Bagel Delicatessen and Restaurant,Denver,Colorado,The-Bagel-Delicatessen-and-Restaurant-Denver,4,283,"Denver, CO, USA",39.7392358,-104.990251,
11,Signature Twists,The Barking Dog,Indianapolis,Indiana,Barking-Dog-Cafe-Indianapolis,3,78,"Indianapolis, IN, USA",39.768403,-86.158068,
11,Signature Twists,Putah Creek Cafe,Winters,California,Putah-Creek-Cafe-Winters,3.5,317,"Winters, CA 95694, USA",38.5249065,-121.9708017,
11,Signature Twists,The Old Coffee Pot Restaurant,New Orleans,Louisiana,The-Old-Coffee-Pot-Restaurant-New-Orleans,3.5,398,"New Orleans, LA, USA",29.9510658,-90.0715323,
11,Porktastic,Jimtown Store,Healdsburg,California,Jimtown-Store-Healdsburg,4,124,"Healdsburg, CA 95448, USA",38.6104658,-122.8691609,
11,Porktastic,Dough Pizzeria Napoletana,San Antonio,Texas,Dough-Pizzeria-Napoletana-San-Antonio,4,778,"San Antonio, TX, USA",29.4241219,-98.4936282,
11,Porktastic,Sams No. 3,Denver,Colorado,Sams-No-3-Denver,4,753,"Denver, CO, USA",39.7392358,-104.990251,
12,Bar Food and Bon Bons,The Sparrow Tavern,Queens,New York,The-Sparrow-Tavern-Astoria,4,397,"Queens, NY, USA",40.7282239,-73.7948516,
12,Bar Food and Bon Bons,Catellis,Geyserville,California,Catellis-Geyserville,4.5,248,"Geyserville, CA, USA",38.7074755,-122.9027647,
12,Bar Food and Bon Bons,Zest,Indianapolis,Indiana,Zest-Indianapolis,Closed,Error,"Indianapolis, IN, USA",39.768403,-86.158068,
12,From Kraut to Couscous,Lauer-Krauts,Brighton,Colorado,Lauer-Krauts-Brighton,4,56,"Brighton,CO,USA,39.985262,-104.820528,
12,From Kraut to Couscous,Moroccan Bites,San Antonio,Texas,Moroccan-Bites-San-Antonio,4,181,"San Antonio, TX, USA",29.4241219,-98.4936282,
12,From Kraut to Couscous,California Tacos To Go,Tampa,Florida,California-Tacos-To-Go-Tampa,4,184,"Tampa, FL, USA",27.950575,-82.4571776,
12,You Can Only Get It Here,HRD Coffee Shop,San Francisco,California,HRD-Coffee-Shop-San-Francisco,4.5,1549,"San Francisco, CA, USA",37.7749295,-122.4194155,
12,You Can Only Get It Here,The Tamale Place,Indianapolis,Indiana,The-Tamale-Place-Indianapolis,4.5,301,"Indianapolis, IN, USA",39.768403,-86.158068,
12,You Can Only Get It Here,Garifuna Flava,Chicago,Illinois,Garifuna-Flava-Chicago,4.5,143,"Chicago, IL, USA",41.8781136,-87.6297982,
12,Grillin and Smokin,Bun ‘N Barrel,San Antonio,Texas,Bun-n-Barrel-Barrel-San-Antonio,3,Error,"San Antonio, TX, USA",29.4241219,-98.4936282,
12,Grillin and Smokin,Tocabe American Indian Eatery,Denver,Colorado,Tocabe-American-Indian-Eatery-Denver,4,459,"Denver, CO, USA",39.7392358,-104.990251,
12,Grillin and Smokin,Munchs Restaurant and Sundries,Saint Petersburg,Florida,Munchs-Sundries-and-Restaurant-Saint-Petersburg,4,68,"Saint Petersburg, FL, USA",27.773056,-82.64,
12,Southern Flavor,Broken Record,San Francisco,California,Broken-Record-San-Francisco,4,1144,"San Francisco, CA, USA",37.7749295,-122.4194155,
12,Southern Flavor,Bang!,Denver,Colorado,Bang-Denver,4,194,"Denver, CO, USA",39.7392358,-104.990251,
12,Southern Flavor,Joses Real Cuban Food,Bradenton,Florida,Joses-Real-Cuban-Food-Bradenton,4.5,251,"Bradenton, FL, USA",27.4989278,-82.5748194,
12,Gettin Fresh,The Sink,Boulder,Colorado,The-Sink-Boulder,3.5,205,"Boulder, CO, USA",40.0149856,-105.2705456,
12,Gettin Fresh,Nana Organic,Chicago,Illinois,Nana-Chicago,4,694,"Chicago, IL, USA",41.8781136,-87.6297982,
12,Gettin Fresh,Get Fresh Cafe,Norfolk,Virginia,Get-Fresh-Cafe-Norfolk,4.5,17,"Norfolk, VA, USA",36.8507689,-76.2858726,
12,Homemade & Homebrewed,Tampa Bay Brewing Co.,Tampa,Florida,Tampa-Bay-Brewing-Company-Tampa,4,439,"Tampa, FL, USA",27.950575,-82.4571776,
12,Homemade & Homebrewed,Zydecos,Mooresville,Indiana,Zydecos-Mooresville,4.5,70,"Mooresville, NC, USA",35.5848596,-80.8100724,
12,Homemade & Homebrewed,Chilam Balam,Chicago,Illinois,Chilam-Balam-Chicago,3.5,542,"Chicago, IL, USA",41.8781136,-87.6297982,
12,Latin Street Food,Irazu,Chicago,Illinois,Irazu-Costa-Rican-Dining-Chicago,4,1385,"Chicago, IL, USA",41.8781136,-87.6297982,
12,Latin Street Food,Betos Comida Latina,San Antonio,Texas,Betos-Comida-Latina-San-Antonio,3.5,217,"San Antonio, TX, USA",29.4241219,-98.4936282,
12,Latin Street Food,Tortilleria Nixtamal,Queens,New York,Tortilleria-Nixtamal-Queens,4,527,"Queens, NY, USA",40.7282239,-73.7948516,
12,Slammin Sammies,Taco Taco Mexican Restaurant,San Antonio,Texas,Taco-Taco-Cafe-San-Antonio,3,289,"San Antonio, TX, USA",29.4241219,-98.4936282,
12,Slammin Sammies,Whitners Barbeque,Virginia Beach,Virginia,Whitners-Barbeque-Virginia-Beach,3.5,148,"Virginia Beach, VA, USA",36.8529263,-75.977985,
12,Slammin Sammies,DMK Burger Bar,Chicago,Illinois,DMK-Burger-Bar-Chicago,4,1489,"Chicago, IL, USA",41.8781136,-87.6297982,
12,Global Comfort,Rigoletto Italian Bakery and Cafe,Virginia Beach,Virginia,Rigoletto-Italian-Bakery-Virginia-Beach,3.5,73,"Virginia Beach, VA, USA",36.8529263,-75.977985,
12,Global Comfort,Chucks Southern Comforts Cafe,Burbank,Illinois,Chucks-Southern-Comforts-Cafe-Burbank,4,453,"Burbank, CA, USA",34.1808392,-118.3089661,
12,Global Comfort,El Bohio,San Antonio,Texas,El-Bohio-Sabor-Boricua-and-International-San-Antonio,3,40,"San Antonio, TX, USA",29.4241219,-98.4936282,
12,Breakfast Lunch and Dinner,Magnolia Pancake Haus,San Antonio,Texas,Magnolia-Pancake-Haus-San-Antonio,4,597,"San Antonio, TX, USA",29.4241219,-98.4936282,
12,Breakfast,Taco Bus,Tampa,Florida,Taco-Bus-Tampa,4,616,"Tampa, FL, USA",27.950575,-82.4571776,
12,Breakfast,Beach Pub,Virginia Beach,Virginia,Beach-Pub-Virginia-Beach,3,64,"Virginia Beach, VA, USA",36.8529263,-75.977985,
12,Pizza Pancakes and Pork,Supino Pizzeria,Detroit,Michigan,Supino-Pizzeria-Detroit,4.5,424,"Detroit, MI, USA",42.331427,-83.0457538,
12,Pizza Pancakes and Pork,Big and Littles,Chicago,Illinois,Big-and-Littles-Chicago,4,838,"Chicago, IL, USA",41.8781136,-87.6297982,
12,Pizza Pancakes and Pork,Citrus Breakfast and Lunch,Virginia Beach,Virginia,Citrus-Virginia-Beach,4,378,"Virginia Beach, VA, USA",36.8529263,-75.977985,
12,Old to New,Polish Village Cafe,Hamtramck,Michigan,Polish-Village-Cafe-Hamtramck,4.5,249,"Hamtramck, MI, USA",42.3928151,-83.0496438,
12,Old to New,Leaping Lizards Cafe,Virginia Beach,Virginia,Leaping-Lizard-Cafe-Virginia-Beach,4,124,"Virginia Beach, VA, USA",36.8529263,-75.977985,
12,Old to New,Jethros Fine Grub,Vancouver,British Columbia,Jethros-Fine-Grub-Vancouver,3.5,178,"Vancouver, WA, USA",45.6387281,-122.6614861,
13,Seafood & Sammies,Fresh Local Wild,Vancouver,British Columbia,Fresh-Local-Wild-Vancouver,4,92,"Vancouver, WA, USA",45.6387281,-122.6614861,
13,Seafood & Sammies,Traffic Jam and Snug,Detroit,Michigan,Traffic-Jam-and-Snug-Detroit,3,281,"Detroit, MI, USA",42.331427,-83.0457538,
13,Seafood & Sammies,Panozzos Italian Market,Chicago,Illinois,Panozzos-Italian-Market-Chicago,4.5,316,"Chicago, IL, USA",41.8781136,-87.6297982,
13,Coast to Coast Classics,Tomahawk Restaurant,North Vancouver,British Columbia,Tomahawk-Barbeque-North-Vancouver,3.5,121,"North Vancouver, BC, Canada",49.3269904,-123.0732801,
13,Coast to Coast Classics,Dannys All American Diner,Tampa,Florida,Dannys-All-American-Diner-Tampa,4,115,"Tampa, FL, USA",27.950575,-82.4571776,
13,Kid Rocks Detroit Tour,Clarkston Union Bar and Kitchen,Clarkston,Michigan,Clarkston-Union-Bar-and-Kitchen-Clarkston,4,167,"Clarkston, MI 48346, USA",42.7351196,-83.4192941,
13,Kid Rocks Detroit Tour,Union Woodshop,Clarkston,Michigan,Union-Woodshop-Clarkston,4.5,392,"Clarkston, MI 48346, USA",42.7351196,-83.4192941,
13,Kid Rocks Detroit Tour,Michigan Brewing Co.,Webberville,Michigan,Michigan-Brewing-Co.-Webberville,Closed,Error,"Webberville, MI, USA",42.6669787,-84.1741305,
13,Southern Staples,Red Wagon Cafe,Vancouver,British Columbia,Red-Wagon-Cafe-Vancouver,4,280,"Vancouver, WA, USA",45.6387281,-122.6614861,
13,Southern Staples,Perfectly Franks,Summerville,South Carolina,Perfectly-Franks-Summerville,4.5,120,"Summerville, SC, USA",33.0185039,-80.1756481,
13,Southern Staples,Mamas Food Shop,Manhattan,New York,Mamas-Food-Shop-Manhattan,Closed,Error,New York,NY,YSA,40.7830603,-73.9712488,
13,Scratch Made Classics,Litos Mexican Restaurant,Santa Barbara,California,Litos-Take-Out-Santa-Barbara,4,121,"Santa Barbara, CA, USA",34.4208305,-119.6981901,
13,Scratch Made Classics,Save On Meats,Vancouver,British Columbia,Save-On-Meats-Vancouver,3.5,246,"Vancouver, WA, USA",45.6387281,-122.6614861,
13,Scratch Made Classics,The Redhead,Manhattan,New York,The-Redhead-New-York,4,565,New York,NY,USA,40.7830603,-73.9712488,
13,Meat Madness,Rincon Criollo,Queens,New York,Rincon-Criollo-Queens,4.5,448,"Queens, NY, USA",40.7282239,-73.7948516,
13,Meat Madness,Tattooed Moose,Charleston,South Carolina,Tattooed-Moose-Charleston,4,374,"Charleston, SC, USA",32.7764749,-79.9310512,
13,Meat Madness,Falconettis,Vancouver,British Columbia,Falconettis-East-Side-Grill-Vancouver,3,118,"Vancouver, WA, USA",45.6387281,-122.6614861,
13,Global Traditions,Johns of 12th Street,Manhattan,New York,Johns-of-12th-Street-New-York-2,3.5,338,New York,NY,USA,40.7830603,-73.9712488,
13,Global Traditions,Macs Fish and Chip Shop,Santa Barbara,California,Macs-Fish-and-Chip-Shop-Santa-Barbara,3.5,380,"Santa Barbara, CA, USA",34.4208305,-119.6981901,
13,Multitaskers,The Early Bird Diner,Charleston,South Carolina,Early-Bird-Diner-Charleston,4.5,320,"Charleston, SC, USA",32.7764749,-79.9310512,
13,Multitaskers,Boulevard Diner,Dundalk,Maryland,Boulevard-Diner-Dundalk,3,28,"Dundalk, Co. Louth, Ireland",53.9979451,-6.405957,
13,Multitaskers,The Kitchen,Oxnard,California,The-Kitchen-Oxnard,3.5,189,"Oxnard, CA, USA",34.1975048,-119.1770516,
13,Family Matters,Sidecar,Brooklyn,New York,Sidecar-Brooklyn,3.5,341,"Brooklyn, NY, USA",40.6781784,-73.9441579,
13,Family Matters,Peaceful Restaurant,Vancouver,British Columbia,Peaceful-Restaurant-Vancouver,4,318,"Vancouver, WA, USA",45.6387281,-122.6614861,
13,Family Matters,Flip Flops Grill and Chill,Virginia Beach,Virginia,Flip-Flops-Grill-and-Chill-Virginia-Beach,4,99,"Virginia Beach, VA, USA",36.8529263,-75.977985,
13,Old Faves New Craves,Nortons Pastrami and Deli,Santa Barbara,California,Nortons-Pastrami-and-Deli-Santa-Barbara,4,47,"Santa Barbara, CA, USA",34.4208305,-119.6981901,
13,Old Faves New Craves,Meat and Bread,Vancouver,British Columbia,Meat-and-Bread-Vancouver,4,461,"Vancouver, WA, USA",45.6387281,-122.6614861,
13,Old Faves New Craves,Fuel Cantina,Charleston,South Carolina,Fuel-Charleston-2,4,176,"Charleston, SC, USA",32.7764749,-79.9310512,
13,Long Standing Legacies,Defontes Sandwich Shop,Brooklyn,New York,Defontes-Sandwich-Shop-Brooklyn,4.5,157,"Brooklyn, NY, USA",40.6781784,-73.9441579,
13,Long Standing Legacies,The Glass Onion,Charleston,South Carolina,The-Glass-Onion-Charleston,4,185,"Charleston, SC, USA",32.7764749,-79.9310512,
13,Long Standing Legacies,Galway Bay Irish Pub,Annapolis,Maryland,Galway-Bay-Irish-Restaurant-and-Pub-Annapolis,4,194,"Annapolis, MD, USA",38.9784453,-76.4921829,
13,Time Tested Treasures,RandR Taqueria,Elkridge,Maryland,R-and-R-Taqueria-Elkridge-2,4,317,"Elkridge, MD, USA",39.2126073,-76.7135814,
13,Time Tested Treasures,Nyes Polonaise Room,Minneapolis,Minnesota,Nyes-Polonaise-Room-Minneapolis,4,266,"Minneapolis, MN, USA",44.977753,-93.2650108,
